-1.0, -1.0
681.18, 263.18
681.5688, 263.5238
682.0126, 263.92664
682.5515, 264.47327
683.22186, 265.10565
684.0119, 265.81613
684.9108, 266.64267
685.95386, 267.52985
687.12805, 268.42715
688.37646, 269.37872
689.6926, 270.37964
691.07025, 271.42548
692.5039, 272.5572
693.9886, 273.76703
695.5646, 275.04797
697.2688, 276.39368
699.0446, 277.75323
700.8406, 279.12546
702.65497, 280.50916
704.486, 281.90335
706.3323, 283.30707
708.1924, 284.71942
710.0201, 286.13968
711.7733, 287.5671
713.45874, 289.00107
715.12744, 290.44098
716.8259, 291.8863
718.5066, 293.2915
720.171, 294.66028
721.86566, 295.99585
723.5427, 297.34622
725.15894, 298.71008
726.7646, 300.04117
728.3608, 301.34247
729.9033, 302.61664
731.39703, 303.86615
732.8463, 305.0932
734.2551, 306.2548
735.6272, 307.31186
736.9657, 308.3638
738.2738, 309.41107
739.5542, 310.4091
740.8093, 311.4073
742.0415, 312.3606
743.20776, 313.22815
744.26904, 314.0176
745.1898, 314.69104
745.93774, 315.25885
746.57336, 315.73053
747.1067, 316.11478
747.5021, 316.41943
747.7719, 316.6517
747.9274, 316.86304
747.97894, 317.01038
747.9358, 317.09943
747.7616, 317.18048
747.468, 317.29926
747.0659, 317.45233
746.56494, 317.6366
746.0191, 317.8943
745.4324, 318.2188
744.7634, 318.60413
744.0198, 319.04477
743.2529, 319.53574
742.4652, 320.0725
741.6583, 320.651
740.78906, 321.3124
739.86304, 322.0493
738.8854, 322.80984
737.8157, 323.63696
736.66223, 324.61462
735.4326, 325.7293
734.13367, 326.9237
732.7267, 328.14557
731.22125, 329.39246
729.6714, 330.66214
728.08093, 331.95255
726.4536, 333.26184
724.8378, 334.54327
723.2324, 335.8444
721.6365, 337.2084
720.0492, 338.58466
718.4248, 339.97205
716.76654, 341.41455
715.0326, 342.90726
713.2296, 344.44562
711.409, 345.9805
709.6172, 347.51227
707.8516, 349.08618
706.06494, 350.69843
704.25916, 352.34555
702.4358, 354.02444
700.59656, 355.73224
698.78784, 357.42133
697.00696, 359.09338
695.2063, 360.79498
693.43274, 362.47845
691.68384, 364.1454
689.91223, 365.84232
688.1202, 367.5665
686.3094, 369.3155
684.48157, 371.0871
682.6832, 372.87927
680.91174, 374.64514
679.1196, 376.38705
677.3539, 378.15222
675.612, 379.89352
673.8919, 381.6131
672.23663, 383.3579
670.6404, 385.17072
669.0977, 387.04535
667.6039, 388.93127
666.15454, 390.87247
664.79065, 392.86395
663.5045, 394.8562
662.24414, 396.84915
661.0521, 398.8427
659.96747, 400.83688
658.9804, 402.78656
658.08215, 404.6958
657.2648, 406.61316
